customer_id,age,country_risk,monthly_txn_count,monthly_txn_volume,unusual_txn_flag,product_risk_score,pep_flag,adverse_media_flag,high_risk_jurisdiction,risk_score,risk_class
952,25,Low,21,531.53,0,1,0,0,0,0.0,Low
953,51,High,17,936.18,0,1,0,0,1,0.4318397068007538,Medium
954,52,Low,22,2082.05,0,1,0,0,0,0.25589451086543047,Medium
955,49,Low,23,1084.93,0,1,0,0,0,0.15860795028118743,Low
956,63,Low,19,1522.44,0,1,0,0,0,0.0,Low
957,33,Low,17,1365.94,0,1,0,0,0,0.0,Low
958,54,Low,24,1047.22,0,1,0,1,0,0.15700392118697626,Low
959,71,Low,19,676.66,0,2,0,0,0,0.046853588595284955,Low
960,31,Low,17,350.05,0,2,0,0,0,0.0,Low
961,72,Medium,20,3108.67,0,1,0,0,0,0.0,Low
962,65,Low,24,543.63,0,1,0,0,0,0.0,Low
963,24,Low,18,666.38,0,1,0,1,0,0.0,Low
964,24,Medium,18,760.54,0,2,0,0,0,0.0,Low
965,50,Low,22,532.14,0,3,0,0,0,0.126094740884909,Low
966,40,Medium,21,1198.93,0,1,0,0,0,0.0,Low
967,36,Low,17,539.81,0,1,0,0,0,0.0,Low
968,36,Low,14,654.63,0,2,0,0,0,0.0,Low
969,53,Low,24,506.52,0,2,0,0,0,0.05761937241239272,Low
970,46,Low,22,643.51,0,1,0,0,0,0.14401715313489402,Low
971,77,Low,20,294.71,0,1,0,0,0,0.1744463526540895,Low
972,19,Low,6,234.15,0,1,0,0,0,0.0,Low
973,18,Medium,14,2385.19,0,1,0,0,0,0.0,Low
974,64,Low,19,1528.17,0,1,0,0,0,0.004314932268475572,Low
975,37,Low,14,2139.37,0,1,0,0,0,0.0,Low
976,28,Low,21,2269.18,0,2,0,0,0,0.04947186100288618,Low
977,19,High,18,390.96,0,2,0,0,1,0.569719573119578,Medium
978,84,Low,18,2077.12,0,2,0,0,0,0.1493581093807647,Low
979,29,Low,21,1714.89,0,1,0,0,0,0.0,Low
980,37,Low,18,639.25,0,1,0,0,0,0.0,Low
981,22,Low,21,1077.18,0,1,0,0,0,0.0,Low
982,54,Low,18,1492.23,0,1,1,0,0,0.03942002642672987,Low
983,55,Medium,22,1276.29,0,1,0,0,0,0.08168910803885342,Low
984,26,Low,20,765.02,0,1,0,0,0,0.0,Low
985,70,Medium,17,946.57,0,1,0,0,0,0.0012663301314184531,Low
986,61,Low,21,1169.46,0,1,0,0,0,0.36692136565532096,Medium
987,41,Low,12,623.85,0,1,0,0,0,0.2380908782502692,Medium
988,47,Medium,23,1262.06,0,1,0,0,0,0.006462958531623872,Low
989,76,Low,20,470.95,0,1,0,0,0,0.03130055444079525,Low
990,31,High,21,2122.15,0,2,0,1,1,0.433623235331024,Medium
991,26,Low,29,1660.93,0,1,0,0,0,0.09683939746257768,Low
992,57,Medium,17,1513.55,0,1,0,0,0,0.034353762374529556,Low
993,83,Low,24,1113.27,0,1,0,0,0,0.0,Low
994,42,Low,17,997.02,0,2,0,0,0,0.037437277780857946,Low
995,39,Low,17,1704.03,0,1,0,0,0,0.15634258384174976,Low
996,21,Low,14,322.57,0,2,0,0,0,0.31015087604079017,Medium
997,43,Low,12,424.33,0,1,0,0,0,0.0,Low
998,75,Low,27,1283.83,0,1,0,0,0,0.0,Low
999,46,Low,18,819.58,0,3,0,0,0,0.0,Low
1000,54,Low,22,533.92,0,1,0,0,0,0.0345415766711615,Low
1001,35,Medium,22,1792.45,0,1,0,0,0,0.2521596070456911,Medium
1002,59,Low,20,927.39,0,1,0,0,0,0.18426076164081484,Low
1003,58,Low,13,1074.91,0,1,0,0,0,0.0,Low
1004,55,Low,12,1822.49,0,1,0,0,0,0.0,Low
1005,51,Low,15,756.29,0,1,0,0,0,0.0,Low
1006,34,Low,24,2902.71,0,1,0,0,0,0.0,Low
1007,54,Low,18,349.21,0,3,0,0,0,0.08754992852875854,Low
1008,42,Medium,21,1785.04,0,1,0,0,0,0.021008631752054457,Low
1009,44,Medium,13,561.18,0,1,0,0,0,0.2489680637135046,Medium
1010,74,Low,13,1596.52,0,1,0,0,0,0.0,Low
1011,48,Low,13,477.67,0,1,0,0,0,0.0,Low
1012,23,Low,22,231.57,0,1,0,0,0,0.0,Low
1013,57,Low,24,1610.83,0,1,0,0,0,0.23605463749084266,Medium
1014,29,Low,24,642.15,0,3,0,0,0,0.0,Low
1015,70,Low,17,240.76,0,1,0,0,0,0.03245172020068759,Low
1016,27,Low,20,1663.05,0,1,0,0,0,0.0,Low
1017,62,Low,24,992.09,0,1,0,0,0,0.21716245687868996,Medium
1018,34,Low,24,640.41,0,1,0,0,0,0.27557428637477066,Medium
1019,43,Medium,9,1115.82,0,2,0,0,0,0.0,Low
1020,79,Low,21,751.95,0,1,0,0,0,0.0,Low
1021,63,Medium,28,683.95,0,1,0,0,0,0.03957349906314341,Low
1022,81,High,28,1480.6,0,2,0,0,1,0.2773314133487417,Medium
1023,19,Low,18,1000.4,0,2,0,0,0,0.17197909732431946,Low
1024,71,Low,23,452.72,0,1,0,0,0,0.06843652026803647,Low
1025,82,Low,22,837.57,0,2,0,0,0,0.19006162924902806,Low
1026,68,High,16,1465.42,0,1,0,0,1,0.23786667259626046,Medium
1027,70,High,17,337.92,0,1,0,0,1,0.19363874301063277,Low
1028,53,Low,24,1902.1,0,1,0,0,0,0.05480522393544294,Low
1029,43,Low,12,974.67,0,1,0,0,0,0.2534555897563754,Medium
1030,46,Medium,19,920.04,0,1,0,0,0,0.0,Low
1031,38,Low,20,954.58,0,1,0,0,0,0.06915951910256954,Low
1032,28,Medium,13,2462.09,0,1,0,0,0,0.0,Low
1033,57,Medium,29,841.73,0,1,0,0,0,0.15879876366577264,Low
1034,28,Low,18,647.09,0,1,0,0,0,0.0,Low
1035,53,Low,27,763.16,0,2,0,0,0,0.0412557942902543,Low
1036,76,Low,15,1610.33,0,1,0,0,0,0.168096575659068,Low
1037,56,Low,21,1321.1,0,1,0,0,0,0.0,Low
1038,71,Low,18,851.52,0,1,0,0,0,0.09033909490702592,Low
1039,72,Medium,22,3286.7,0,1,0,0,0,0.0,Low
1040,41,Medium,19,1246.89,0,1,0,0,0,0.12710658955564544,Low
1041,39,Medium,14,404.08,0,3,0,0,0,0.0553453627426276,Low
1042,73,Low,16,117.43,0,1,0,0,0,0.0,Low
1043,50,Medium,24,1333.32,0,2,0,0,0,0.0,Low
1044,53,Low,27,683.5,0,1,0,0,0,0.0,Low
1045,37,Low,18,223.81,0,2,0,0,0,0.13050040410927893,Low
1046,79,Low,15,783.89,0,1,0,0,0,0.2849721720019464,Medium
1047,43,Low,24,1396.71,0,3,0,0,0,0.0,Low
1048,83,Medium,22,740.82,0,1,0,0,0,0.0,Low
1049,57,Low,18,820.82,0,1,0,1,0,0.4358627132397262,Medium
1050,34,Low,19,105.3,0,1,0,0,0,0.0,Low
1051,18,Low,15,1335.22,0,1,0,0,0,0.07554806763977492,Low
1052,78,Low,11,177.26,0,1,0,0,0,0.25105613030144974,Medium
1053,60,Low,22,529.68,0,1,0,0,0,0.0,Low
1054,59,Low,16,1038.22,0,2,0,0,0,0.0,Low
1055,42,Low,20,444.46,0,1,0,0,0,0.19926978974129272,Low
1056,56,Low,14,523.15,0,1,0,0,0,0.0,Low
1057,52,Medium,24,1004.05,0,1,0,0,0,0.1292913064318416,Low
1058,20,Low,22,1063.22,0,1,0,1,0,0.2563258041079706,Medium
1059,61,Low,21,870.92,0,1,0,0,0,0.17030071677654482,Low
1060,68,Low,25,93.15,0,1,0,0,0,0.0,Low
1061,29,Low,17,137.66,0,1,0,0,0,0.230368175034197,Medium
1062,36,Low,10,1609.51,0,1,0,0,0,0.0,Low
1063,61,Low,18,629.51,0,1,0,0,0,0.0,Low
1064,76,Medium,27,3653.64,0,3,0,0,0,0.0,Low
1065,66,Low,20,1007.72,0,1,0,0,0,0.0,Low
1066,78,Medium,17,2866.94,0,1,0,1,0,0.301444244611146,Medium
1067,34,High,20,732.32,0,1,0,0,1,0.2873378911854336,Medium
1068,74,Low,19,568.86,0,1,1,1,0,0.49716552029089084,Medium
1069,72,Low,24,1347.13,0,1,0,0,0,0.013625749980736608,Low
1070,64,Low,31,1833.64,0,3,0,0,0,0.0,Low
1071,29,High,22,735.34,0,3,0,0,1,0.42344761249344415,Medium
1072,79,Medium,25,1316.67,0,1,0,0,0,0.14114375597875137,Low
1073,25,Low,21,178.3,0,1,0,0,0,0.005362741992521299,Low
1074,38,Medium,20,403.6,0,3,0,0,0,0.1377690287561287,Low
1075,42,Low,23,1142.06,0,1,0,0,0,0.0,Low
1076,29,High,19,632.99,0,1,0,0,1,0.43983445345199024,Medium
1077,32,High,9,1036.36,0,1,0,0,1,0.4145718814719367,Medium
1078,76,Low,14,1155.36,0,1,0,0,0,0.16106765859335895,Low
1079,43,Low,13,1302.12,0,3,0,0,0,0.06369750036879612,Low
1080,43,Low,24,1585.88,0,2,0,0,0,0.0,Low
1081,64,Low,15,1611.92,0,1,0,0,0,0.073178981947647,Low
1082,49,Medium,22,330.55,0,2,0,0,0,0.0,Low
1083,27,Low,19,746.81,0,1,0,0,0,0.06058440866760384,Low
1084,33,Low,17,728.81,0,2,0,0,0,0.0,Low
1085,34,Low,26,807.45,0,1,0,0,0,0.022492217637712645,Low
1086,40,High,20,680.95,0,1,0,0,1,0.3939935279072624,Medium
1087,43,Low,15,847.6,0,1,0,0,0,0.0,Low
1088,24,Low,25,509.64,0,1,0,0,0,0.0,Low
1089,31,Low,27,1516.22,0,1,0,0,0,0.1620909958766595,Low
1090,24,High,14,1156.67,0,1,0,0,1,0.6823269352958337,High
1091,26,Medium,23,505.33,0,3,0,0,0,0.04062013602538762,Low
1092,65,Low,17,859.95,0,3,0,0,0,0.004766773363986791,Low
1093,76,Low,16,2682.83,0,1,0,0,0,0.0,Low
1094,56,Low,19,347.47,0,2,1,0,0,0.03610412029239135,Low
1095,35,Low,15,415.53,0,3,0,0,0,0.0,Low
1096,76,Low,17,1563.81,0,1,0,0,0,0.0795967605922055,Low
1097,34,Medium,16,2312.69,0,1,0,0,0,0.0,Low
1098,31,Low,21,1067.01,0,2,0,0,0,0.09875574189526104,Low
1099,48,Medium,23,900.74,0,1,0,0,0,0.0,Low
1100,41,Low,17,291.64,0,1,0,0,0,0.023941843693979614,Low
1101,77,Low,22,591.58,0,1,0,0,0,0.0,Low
1102,62,Low,16,567.02,0,1,0,0,0,0.0,Low
1103,20,Low,17,596.27,0,3,0,0,0,0.0,Low
1104,54,Low,16,458.53,0,1,0,0,0,0.0,Low
1105,60,Low,23,274.61,0,2,0,0,0,0.0,Low
1106,57,Low,18,1356.58,0,2,0,0,0,0.33358960862852105,Medium
1107,72,Low,16,1114.82,0,1,0,0,0,0.19560848682255963,Low
1108,56,Low,24,275.47,0,2,0,0,0,0.027279576146551517,Low
1109,32,High,18,868.36,0,1,0,0,1,0.34503995131871495,Medium
1110,21,Low,22,660.09,0,1,0,0,0,0.0,Low
1111,42,Medium,24,2497.25,0,2,0,1,0,0.21645930783899864,Medium
1112,30,Low,15,1950.14,0,1,0,0,0,0.0,Low
1113,50,Medium,16,2487.19,0,2,0,0,0,0.0,Low
1114,33,Low,15,584.55,0,1,0,0,0,0.07300381392981167,Low
1115,59,Medium,24,154.75,0,2,0,0,0,0.0,Low
1116,83,Low,19,320.96,0,1,0,0,0,0.0,Low
1117,72,Low,22,593.36,0,1,0,0,0,0.0,Low
1118,59,Low,21,698.32,0,1,0,1,0,0.4177958799096485,Medium
1119,51,Low,15,2524.23,0,1,0,0,0,0.0,Low
1120,47,Low,10,1510.12,0,1,0,0,0,0.0,Low
1121,30,Low,14,1116.19,0,1,0,1,0,0.10451667016296498,Low
1122,30,Low,22,1969.64,0,1,0,0,0,0.0,Low
1123,35,Medium,16,1255.51,0,1,0,0,0,0.22553436037362495,Medium
1124,49,Low,12,1448.73,0,1,0,0,0,0.014672379490029124,Low
1125,56,Low,29,660.36,0,1,0,0,0,0.0,Low
1126,63,Low,16,222.88,0,3,0,0,0,0.0,Low
1127,46,Low,21,179.73,0,3,0,1,0,0.19411950569073547,Low
1128,79,Low,22,182.83,0,1,0,0,0,0.0,Low
1129,79,Low,20,1344.1,0,1,0,0,0,0.0,Low
1130,74,High,17,430.37,0,1,0,0,1,0.3806111724908641,Medium
1131,33,Medium,21,664.15,0,1,0,1,0,0.24647453065340497,Medium
1132,73,Medium,22,252.07,0,1,0,0,0,0.05601039751711009,Low
1133,27,Low,26,1798.85,0,1,0,0,0,0.0,Low
1134,47,Medium,24,835.77,0,1,0,0,0,0.009026607489400082,Low
1135,42,Low,18,1001.14,0,1,0,0,0,0.027213449700950597,Low
1136,22,Low,23,1074.96,0,1,0,0,0,0.0,Low
1137,82,Low,21,1171.9,0,1,0,0,0,0.25589768570717375,Medium
1138,66,Low,13,1863.56,0,2,0,0,0,0.0,Low
1139,20,Low,21,1377.08,0,2,0,0,0,0.07559500918423177,Low
1140,62,Low,18,363.35,0,2,0,0,0,0.0,Low
1141,31,Low,16,412.35,0,1,0,0,0,0.0,Low
1142,47,Low,16,4235.34,0,1,0,0,0,0.051383108006816246,Low
1143,35,Low,26,1641.34,0,1,0,0,0,0.0,Low
1144,79,Low,18,3339.07,0,1,0,0,0,0.1117501110396918,Low
1145,54,Low,12,702.46,0,1,0,0,0,0.0,Low
1146,42,Low,23,2306.85,0,2,0,0,0,0.13219113906646043,Low
1147,65,Medium,21,1199.82,0,3,0,0,0,0.0,Low
1148,82,Low,17,1047.78,0,2,0,0,0,0.30910762933814456,Medium
1149,70,Low,20,862.2,0,2,0,0,0,0.14743408839534164,Low
1150,32,Low,25,1494.12,0,1,0,0,0,0.14818695163279347,Low
1151,66,Low,21,1238.61,0,2,0,0,0,0.021737820465418993,Low
1152,29,Medium,17,734.3,0,3,0,0,0,0.1514360984953139,Low
1153,76,Low,17,526.02,0,1,0,0,0,0.11401071326166949,Low
1154,54,Low,27,752.09,0,1,0,0,0,0.0,Low
1155,78,Medium,12,843.99,0,1,0,0,0,0.0,Low
1156,60,Low,15,616.36,0,1,0,0,0,0.0,Low
1157,56,Low,29,399.47,0,1,0,0,0,0.0,Low
1158,73,Low,17,888.09,0,3,0,0,0,0.0,Low
1159,80,Low,18,1136.59,0,1,0,0,0,0.07748076896332197,Low
1160,63,Low,21,1031.53,0,1,0,0,0,0.17622427657765885,Low
1161,28,Low,20,316.1,0,1,0,0,0,0.09089360187409257,Low
1162,79,High,11,2478.62,0,1,0,0,1,0.5861313726917429,Medium
1163,42,Low,23,2887.09,0,1,0,0,0,0.0,Low
1164,69,Low,23,1327.54,0,2,0,1,0,0.12444218069985402,Low
1165,21,Low,19,1519.37,0,1,0,1,0,0.16094587408765576,Low
1166,76,Medium,19,1006.04,0,3,0,0,0,0.0,Low
1167,37,Medium,18,1092.66,0,1,0,0,0,0.0,Low
1168,80,Low,15,169.02,0,1,0,0,0,0.05852406420758241,Low
1169,71,Low,19,786.52,0,3,0,0,0,0.0,Low
1170,74,Low,17,795.44,0,3,0,0,0,0.12102176913292917,Low
1171,58,Low,17,2827.53,0,1,0,0,0,0.0,Low
1172,20,Low,23,672.63,0,2,0,0,0,0.12954625557605548,Low
1173,23,Low,20,2450.91,0,1,0,0,0,0.032230827025147034,Low
1174,22,Low,17,860.9,0,1,0,0,0,0.03226923487457304,Low
1175,22,Medium,22,598.73,0,1,0,0,0,0.036581427440102156,Low
1176,71,Low,19,180.35,0,1,0,0,0,0.0,Low
1177,64,High,25,1080.01,0,1,0,0,1,0.3904340714515604,Medium
1178,66,Low,17,449.46,0,1,0,0,0,0.0,Low
1179,26,Low,12,205.86,0,1,0,0,0,0.04485195567873305,Low
1180,37,Low,21,1321.32,0,1,0,0,0,0.08275450284444455,Low
1181,78,Low,18,1111.17,0,1,0,0,0,0.0,Low
1182,52,Low,17,1181.77,0,2,0,0,0,0.20823556860715933,Medium
1183,67,Low,23,855.21,0,1,0,0,0,0.0,Low
1184,79,Low,23,486.84,0,1,0,0,0,0.0,Low
1185,34,Low,19,353.29,0,3,0,0,0,0.0,Low
1186,20,Medium,20,2249.15,0,1,0,0,0,0.0,Low
1187,49,Low,22,1399.02,0,1,0,0,0,0.06994289724446416,Low
1188,30,Low,22,1657.12,0,1,0,0,0,0.0,Low
1189,31,Low,21,758.67,0,1,0,0,0,0.11004622774022241,Low
1190,28,Medium,20,436.92,0,1,0,0,0,0.0,Low
1191,73,Low,23,397.34,0,2,0,0,0,0.0,Low
1192,84,Low,15,901.75,0,1,0,0,0,0.0,Low
1193,46,Low,29,452.97,0,1,0,1,0,0.32402390009108045,Medium
1194,26,Low,20,150.44,0,1,0,0,0,0.0,Low
1195,84,High,24,1274.48,0,1,0,0,1,0.4396783261714267,Medium
1196,42,Low,15,1656.73,0,2,0,0,0,0.15691431225467228,Low
1197,59,Low,19,548.21,0,2,0,0,0,0.0,Low
1198,26,Low,15,197.58,0,1,0,0,0,0.0,Low
1199,57,Low,22,962.72,0,2,0,1,0,0.16545038229045397,Low
1200,42,High,14,751.53,0,2,0,0,1,0.4285073098591113,Medium
1201,22,Low,12,630.84,0,1,0,0,0,0.12104227451519582,Low
1202,28,Low,23,1164.83,0,3,0,0,0,0.11659420130134045,Low
1203,76,Low,21,926.3,0,2,0,0,0,0.07368990638702226,Low
1204,55,Low,21,1133.07,0,1,0,0,0,0.181485553201892,Low
1205,22,Medium,16,895.06,0,1,0,0,0,0.012399633149569312,Low
1206,65,Low,22,452.03,0,2,0,0,0,0.21069552099588357,Medium
1207,35,Low,17,424.28,0,1,0,0,0,0.1574845276378673,Low
1208,54,Medium,16,856.28,0,2,0,0,0,0.0,Low
1209,77,Low,28,1575.85,0,1,0,0,0,0.11811213828997577,Low
1210,65,Low,22,911.87,0,1,0,0,0,0.0,Low
1211,45,Low,20,498.97,0,1,0,0,0,0.1803301231420561,Low
1212,57,High,27,959.61,0,1,0,0,1,0.38930575054553596,Medium
1213,62,Low,13,988.32,0,1,0,0,0,0.0,Low
1214,79,Low,15,455.93,0,2,1,0,0,0.03787371176156201,Low
1215,75,Low,15,2859.77,0,1,0,0,0,0.0,Low
1216,84,Low,22,1521.03,0,1,0,1,0,0.382307155653554,Medium
1217,73,Low,18,761.39,0,1,0,0,0,0.03641036697794096,Low
1218,57,Low,16,2719.46,0,1,0,0,0,0.0,Low
1219,57,Low,15,1083.82,0,2,0,0,0,0.0,Low
1220,50,Low,19,1020.09,0,2,0,0,0,0.19949125577395468,Low
1221,23,Low,24,2101.41,0,1,0,0,0,0.10482602642059734,Low
1222,36,Medium,17,1528.63,0,1,0,0,0,0.0,Low
1223,57,High,23,1196.83,0,1,0,0,1,0.540175981454065,Medium
1224,76,Low,15,616.2,0,1,0,0,0,0.11901573183883851,Low
1225,76,Low,20,846.76,0,2,0,0,0,0.0,Low
1226,65,Low,24,751.18,0,1,0,0,0,0.0,Low
1227,58,Low,22,506.87,0,1,0,0,0,0.21290848451388014,Medium
1228,30,Medium,14,3474.99,0,1,0,0,0,0.10142727758660768,Low
1229,62,Low,20,1537.65,0,3,0,0,0,0.26587228548601577,Medium
1230,70,Low,19,729.2,0,3,0,0,0,0.08986751860556062,Low
1231,59,Medium,17,1112.75,0,3,0,0,0,0.0,Low
1232,80,Low,19,757.57,0,2,0,0,0,0.0,Low
1233,44,Low,25,442.13,0,2,0,0,0,0.11810469177054526,Low
1234,55,Low,22,147.88,0,2,0,0,0,0.0,Low
1235,77,Low,21,1181.43,0,2,0,0,0,0.009090217529744036,Low
1236,24,Low,23,867.6,0,3,0,0,0,0.3052550705743122,Medium
1237,22,Medium,16,1832.58,0,1,0,1,0,0.1644301239152068,Low
1238,62,Medium,20,552.67,0,1,0,0,0,0.04828979517935263,Low
1239,75,Low,17,1834.58,0,1,0,0,0,0.03906478619166659,Low
1240,48,Medium,17,1976.8,0,1,0,0,0,0.1369700497929238,Low
1241,40,Low,19,1666.23,0,2,0,0,0,0.03910442688423271,Low
1242,59,Medium,14,1481.58,0,2,0,0,0,0.019420410494391267,Low
1243,27,Low,14,805.09,0,1,0,0,0,0.30232418284099855,Medium
1244,49,Medium,28,1812.7,0,1,0,0,0,0.0,Low
1245,70,Medium,24,1618.0,0,3,0,0,0,0.10998037871426136,Low
1246,47,Low,18,936.43,0,1,0,0,0,0.0,Low
1247,56,Medium,18,207.62,0,1,0,0,0,0.00033292077150855686,Low
1248,48,Medium,18,702.08,0,2,0,0,0,0.0,Low
1249,19,Medium,17,1682.14,0,1,0,0,0,0.0,Low
1250,29,Low,28,1070.78,0,1,0,0,0,0.0,Low
1251,56,Medium,15,599.28,0,1,0,0,0,0.0,Low
1252,83,Medium,25,891.18,0,1,0,1,0,0.06972474982447152,Low
1253,30,Low,19,934.43,0,1,0,0,0,0.16296794016554972,Low
1254,63,High,19,428.96,0,1,0,0,1,0.27024262206796035,Medium
1255,44,Low,12,583.93,0,1,1,0,0,0.3942200773121736,Medium
1256,34,Low,16,3306.51,0,1,0,0,0,0.10131003646748751,Low
1257,77,Low,26,49.0,0,2,0,1,0,0.11064833749146051,Low
1258,81,Low,18,883.49,0,1,0,1,0,0.07244004232250406,Low
1259,52,Low,24,1682.07,0,1,0,0,0,0.0,Low
1260,47,Low,20,872.44,0,1,0,0,0,0.0,Low
1261,80,High,18,535.0,0,1,0,0,1,0.25250244203697014,Medium
1262,45,Low,20,661.63,0,1,0,0,0,0.0,Low
1263,77,Low,20,2772.44,0,1,0,0,0,0.04679610888304003,Low
1264,54,Low,18,1366.22,0,3,0,0,0,0.0,Low
1265,39,Low,21,1308.7,0,3,0,0,0,0.0,Low
1266,37,Medium,18,801.78,0,1,0,0,0,0.0,Low
1267,81,Low,31,1029.22,0,1,0,0,0,0.014002786804427236,Low
1268,34,Medium,22,370.77,0,1,0,1,0,0.4826907077996836,Medium
1269,29,Low,21,2879.87,0,1,0,0,0,0.0,Low
1270,39,Low,21,1429.54,0,2,0,0,0,0.0,Low
1271,34,Low,14,878.29,0,1,0,0,0,0.04192583838169525,Low
1272,27,Low,18,976.57,0,2,0,0,0,0.0,Low
1273,82,Low,30,1231.11,0,3,0,0,0,0.055188811446409566,Low
1274,39,Low,22,367.76,0,1,0,0,0,0.0,Low
1275,67,Low,18,689.85,0,1,0,0,0,0.0,Low
1276,31,Medium,20,378.57,0,1,0,0,0,0.0,Low
1277,81,Low,26,1423.29,0,1,0,0,0,0.0,Low
1278,64,Low,26,273.58,0,3,0,1,0,0.015156641368530094,Low
1279,46,Low,26,401.11,0,1,0,0,0,0.04697271681245729,Low
1280,53,Low,21,1549.82,0,1,0,0,0,0.212111369316328,Medium
1281,69,Medium,25,1032.2,0,2,0,0,0,0.04136240484005878,Low
1282,24,Low,18,2571.48,0,1,0,0,0,0.0,Low
1283,46,Low,11,683.74,0,1,0,0,0,0.0,Low
1284,28,High,26,776.01,0,1,0,0,1,0.3580089371777303,Medium
1285,50,Low,19,2217.55,0,1,0,0,0,0.0,Low
1286,23,Low,19,1847.99,0,1,0,0,0,0.0024200473253684434,Low
1287,49,Low,19,1572.25,0,1,1,0,0,0.3715459753878868,Medium
1288,68,Low,22,474.45,0,1,0,0,0,0.0,Low
1289,75,Medium,19,508.16,0,1,0,0,0,0.17211029218628315,Low
1290,43,Medium,20,825.76,0,1,0,0,0,0.0,Low
1291,63,High,22,809.96,0,3,0,0,1,0.4021470731980324,Medium
1292,46,Low,21,481.87,0,1,0,0,0,0.19290464071747446,Low
1293,21,Low,15,660.42,0,1,0,0,0,0.0,Low
1294,30,Medium,17,843.31,0,3,0,0,0,0.0,Low
1295,56,Low,17,1780.29,0,3,0,1,0,0.25842174828280234,Medium
1296,32,Low,20,2114.38,0,2,0,0,0,0.0012702065581576,Low
1297,46,Low,26,1388.81,0,1,0,0,0,0.22287680530153695,Medium
1298,46,Low,19,234.37,0,1,0,0,0,0.0,Low
1299,49,Low,21,1939.28,0,1,0,0,0,0.07284097957016072,Low
1300,19,Medium,19,1393.48,0,2,0,0,0,0.0,Low
1301,64,Medium,25,1612.87,0,1,0,0,0,0.1422201874976057,Low
1302,39,Low,11,506.56,0,1,0,0,0,0.0,Low
1303,44,Low,19,2273.03,0,1,0,0,0,0.0,Low
1304,84,Low,22,755.0,0,1,0,0,0,0.10922189670541925,Low
1305,73,Medium,20,476.57,0,1,0,0,0,0.0,Low
1306,38,Low,25,1477.24,0,2,0,0,0,0.0,Low
1307,64,Low,11,834.08,0,2,0,0,0,0.007471461954697055,Low
1308,76,Low,15,1364.32,0,1,0,0,0,0.0504480255596715,Low
1309,23,Low,15,657.18,0,2,0,0,0,0.0,Low
1310,36,Low,18,344.71,0,1,0,1,0,0.1272907256951899,Low
1311,74,Medium,29,644.06,0,1,0,0,0,0.0742012797317857,Low
1312,20,Low,19,279.67,0,1,0,0,0,0.11163100868734631,Low
1313,18,Low,27,1396.66,0,1,0,0,0,0.02587048982830015,Low
1314,75,Low,12,66.45,0,1,0,0,0,0.0,Low
1315,55,Low,18,1858.5,0,1,0,1,0,0.21408307295116855,Medium
1316,32,Medium,35,301.3,0,3,0,0,0,0.12640345042063977,Low
1317,51,Low,30,1704.21,0,3,0,0,0,0.03023588905682807,Low
1318,78,Medium,15,1280.14,0,1,0,0,0,0.0,Low
1319,52,Low,21,118.34,0,1,0,0,0,0.0,Low
1320,81,Low,23,1003.22,0,1,0,0,0,0.005493958077530436,Low
1321,42,Low,31,263.72,0,1,0,0,0,0.0,Low
1322,41,Low,25,1007.05,0,1,0,0,0,0.11885562361910196,Low
1323,29,Low,21,514.99,0,1,0,0,0,0.0,Low
1324,35,Medium,30,121.15,0,1,0,0,0,0.0,Low
1325,32,Low,21,1234.66,0,1,0,0,0,0.25319006100886643,Medium
1326,44,Low,9,810.97,0,1,0,0,0,0.0,Low
1327,77,Medium,15,873.5,0,2,0,0,0,0.04250970637311353,Low
1328,63,Medium,17,147.5,0,2,0,0,0,0.08980671600226033,Low
1329,34,Low,19,130.57,0,1,0,0,0,0.21776039681535148,Medium
1330,70,High,20,694.53,0,1,0,0,1,0.31106594983067576,Medium
1331,25,Low,22,1671.41,0,3,0,0,0,0.02657439087527924,Low
1332,44,Low,19,1414.21,0,1,0,0,0,0.0,Low
1333,63,Medium,19,1207.37,0,1,0,0,0,0.35974786426215116,Medium
1334,67,Low,15,2034.72,0,1,0,0,0,0.0,Low
1335,20,Low,28,538.36,0,1,0,0,0,0.0,Low
1336,81,Low,17,1259.44,0,1,0,0,0,0.0,Low
1337,61,Medium,25,192.09,0,1,0,0,0,0.0,Low
1338,70,Medium,24,3440.18,0,1,0,0,0,0.0,Low
1339,41,Low,18,461.74,0,2,0,0,0,0.0,Low
1340,77,Low,21,1191.3,0,1,0,0,0,0.0,Low
1341,20,Low,27,2537.83,0,1,0,0,0,0.129368935602489,Low
1342,37,Low,19,639.71,0,1,0,0,0,0.0,Low
1343,63,Low,15,1170.94,0,1,0,0,0,0.0,Low
1344,32,Medium,30,989.3,0,1,0,0,0,0.21477357457283117,Medium
1345,42,Low,25,614.39,0,1,0,0,0,0.29448775579895436,Medium
1346,34,Low,17,511.76,0,1,0,0,0,0.045178599015801964,Low
1347,26,Low,20,294.3,0,1,0,0,0,0.06406249121775594,Low
1348,55,Low,16,760.21,0,2,0,0,0,0.013333596135225272,Low
1349,65,Medium,23,472.58,0,2,0,0,0,0.0,Low
1350,77,Low,15,445.98,0,1,0,0,0,0.0,Low
1351,80,Low,15,1320.49,0,1,0,0,0,0.0,Low
1352,19,Low,15,939.81,0,3,0,0,0,0.0,Low
1353,28,Low,18,1748.42,0,1,0,0,0,0.08632365437177539,Low
1354,81,Low,16,608.92,0,3,0,0,0,0.0,Low
1355,38,Low,16,317.76,0,1,0,0,0,0.0,Low
